month,name,value,city
1,January,1,Detroit
1,February,0.9375620937137342,Detroit
1,March,0.8726926726922614,Detroit
1,April,0.8115635528924692,Detroit
1,May,0.8611765032108735,Detroit
1,June,0.9157689097952768,Detroit
1,July,0.9130616019125634,Detroit
1,August,0.9098584565697899,Detroit
1,September,0.9315940919574336,Detroit
1,October,0.9315940919574336,Detroit
1,November,0.9335174942722295,Detroit
1,December,0.8944623329705284,Detroit
2,February,0.9999999999999999,Detroit
2,March,0.8478572771397678,Detroit
2,April,0.7865359757047485,Detroit
2,May,0.8331255683594886,Detroit
2,June,0.8880017522944398,Detroit
2,July,0.8839351513681997,Detroit
2,August,0.8829118704330348,Detroit
2,September,0.8992705923504769,Detroit
2,October,0.8992705923504769,Detroit
2,November,0.9007931640390101,Detroit
2,December,0.8645296336945808,Detroit
3,March,1,Detroit
3,April,0.8242853236948628,Detroit
3,May,0.8605361439770323,Detroit
3,June,0.8840160082502582,Detroit
3,July,0.8630628363258419,Detroit
3,August,0.8672754228975594,Detroit
3,September,0.8716776423960211,Detroit
3,October,0.8716776423960211,Detroit
3,November,0.8719546038968052,Detroit
3,December,0.8401439606147887,Detroit
4,April,1,Detroit
4,May,0.9223615185068016,Detroit
4,June,0.8715973032191628,Detroit
4,July,0.8482950573518198,Detroit
4,August,0.8407329235366385,Detroit
4,September,0.8560841349715861,Detroit
4,October,0.8560841349715861,Detroit
4,November,0.8499261282342153,Detroit
4,December,0.8283146731582427,Detroit
5,May,0.9999999999999998,Detroit
5,June,0.9259598443086176,Detroit
5,July,0.9000899109155673,Detroit
5,August,0.8909695054745502,Detroit
5,September,0.9057325020441465,Detroit
5,October,0.9057325020441465,Detroit
5,November,0.9011636538205368,Detroit
5,December,0.8764957447032425,Detroit
6,June,0.9999999999999998,Detroit
6,July,0.9419992923832513,Detroit
6,August,0.9412881579268396,Detroit
6,September,0.943896526486758,Detroit
6,October,0.943896526486758,Detroit
6,November,0.9418306756925917,Detroit
6,December,0.9150713422245237,Detroit
7,July,1,Detroit
7,August,0.9429835485824674,Detroit
7,September,0.9398816898058193,Detroit
7,October,0.9398816898058193,Detroit
7,November,0.939476623803024,Detroit
7,December,0.9140671574594323,Detroit
8,August,1,Detroit
8,September,0.9385977487892546,Detroit
8,October,0.9385977487892546,Detroit
8,November,0.9361284070706501,Detroit
8,December,0.910860212318184,Detroit
9,September,1,Detroit
9,October,1,Detroit
9,November,0.9637766050301793,Detroit
9,December,0.9286889317368039,Detroit
10,October,1,Detroit
10,November,0.9637766050301793,Detroit
10,December,0.9286889317368039,Detroit
11,November,1,Detroit
11,December,0.9402892420748002,Detroit
12,December,1,Detroit
