metro_fips,metro_name,county_fips,county_name,county_population,metro_population,rank
40740,"Roswell, NM",35011,"De Baca County, New Mexico",2016,67470,591
40740,"Roswell, NM",35005,"Chaves County, New Mexico",65454,67470,591
32620,"McComb, MS",28113,"Pike County, Mississippi",39763,67007,592
32620,"McComb, MS",28005,"Amite County, Mississippi",12574,67007,592
32620,"McComb, MS",28147,"Walthall County, Mississippi",14670,67007,592
32220,"Marshall, TX",48203,"Harrison County, Texas",66606,66606,593
22580,"Forest City, NC",37161,"Rutherford County, North Carolina",66523,66523,594
32540,"McAlester, OK",40127,"Pushmataha County, Oklahoma",11132,66426,595
32540,"McAlester, OK",40121,"Pittsburg County, Oklahoma",44673,66426,595
32540,"McAlester, OK",40077,"Latimer County, Oklahoma",10621,66426,595
