metro_fips,metro_name,county_fips,county_name,county_population,metro_population,rank
35620,"New York-Newark-Jersey City, NY-NJ-PA",34037,"Sussex County, New Jersey",143570,20267825,1
35620,"New York-Newark-Jersey City, NY-NJ-PA",36103,"Suffolk County, New York",1497595,20267825,1
35620,"New York-Newark-Jersey City, NY-NJ-PA",34039,"Union County, New Jersey",557320,20267825,1
35620,"New York-Newark-Jersey City, NY-NJ-PA",36027,"Dutchess County, New York",295685,20267825,1
35620,"New York-Newark-Jersey City, NY-NJ-PA",36059,"Nassau County, New York",1363069,20267825,1
35620,"New York-Newark-Jersey City, NY-NJ-PA",34023,"Middlesex County, New Jersey",837288,20267825,1
35620,"New York-Newark-Jersey City, NY-NJ-PA",36119,"Westchester County, New York",975321,20267825,1
35620,"New York-Newark-Jersey City, NY-NJ-PA",34017,"Hudson County, New Jersey",679756,20267825,1
35620,"New York-Newark-Jersey City, NY-NJ-PA",36085,"Richmond County, New York",475948,20267825,1
35620,"New York-Newark-Jersey City, NY-NJ-PA",36079,"Putnam County, New York",99464,20267825,1
35620,"New York-Newark-Jersey City, NY-NJ-PA",34025,"Monmouth County, New Jersey",627551,20267825,1
35620,"New York-Newark-Jersey City, NY-NJ-PA",34035,"Somerset County, New Jersey",333316,20267825,1
35620,"New York-Newark-Jersey City, NY-NJ-PA",34029,"Ocean County, New Jersey",589699,20267825,1
35620,"New York-Newark-Jersey City, NY-NJ-PA",36105,"Sullivan County, New York",75783,20267825,1
35620,"New York-Newark-Jersey City, NY-NJ-PA",34027,"Morris County, New Jersey",498847,20267825,1
35620,"New York-Newark-Jersey City, NY-NJ-PA",34013,"Essex County, New Jersey",800401,20267825,1
35620,"New York-Newark-Jersey City, NY-NJ-PA",36081,"Queens County, New York",2339280,20267825,1
35620,"New York-Newark-Jersey City, NY-NJ-PA",34003,"Bergen County, New Jersey",937920,20267825,1
35620,"New York-Newark-Jersey City, NY-NJ-PA",36047,"Kings County, New York",2635121,20267825,1
35620,"New York-Newark-Jersey City, NY-NJ-PA",36061,"New York County, New York",1653877,20267825,1
35620,"New York-Newark-Jersey City, NY-NJ-PA",34031,"Passaic County, New Jersey",510563,20267825,1
35620,"New York-Newark-Jersey City, NY-NJ-PA",36087,"Rockland County, New York",325027,20267825,1
35620,"New York-Newark-Jersey City, NY-NJ-PA",34019,"Hunterdon County, New Jersey",125717,20267825,1
35620,"New York-Newark-Jersey City, NY-NJ-PA",42103,"Pike County, Pennsylvania",55687,20267825,1
35620,"New York-Newark-Jersey City, NY-NJ-PA",36071,"Orange County, New York",378174,20267825,1
35620,"New York-Newark-Jersey City, NY-NJ-PA",36005,"Bronx County, New York",1455846,20267825,1
31080,"Los Angeles-Long Beach-Anaheim, CA",06037,"Los Angeles County, California",10105722,13261538,2
31080,"Los Angeles-Long Beach-Anaheim, CA",06059,"Orange County, California",3155816,13261538,2
16980,"Chicago-Naperville-Elgin, IL-IN-WI",18073,"Jasper County, Indiana",33448,9549229,3
16980,"Chicago-Naperville-Elgin, IL-IN-WI",18111,"Newton County, Indiana",14056,9549229,3
16980,"Chicago-Naperville-Elgin, IL-IN-WI",18089,"Lake County, Indiana",488694,9549229,3
16980,"Chicago-Naperville-Elgin, IL-IN-WI",17093,"Kendall County, Illinois",122933,9549229,3
16980,"Chicago-Naperville-Elgin, IL-IN-WI",55059,"Kenosha County, Wisconsin",167886,9549229,3
16980,"Chicago-Naperville-Elgin, IL-IN-WI",17031,"Cook County, Illinois",5238541,9549229,3
16980,"Chicago-Naperville-Elgin, IL-IN-WI",17037,"DeKalb County, Illinois",104473,9549229,3
16980,"Chicago-Naperville-Elgin, IL-IN-WI",18127,"Porter County, Indiana",167391,9549229,3
16980,"Chicago-Naperville-Elgin, IL-IN-WI",17089,"Kane County, Illinois",529402,9549229,3
16980,"Chicago-Naperville-Elgin, IL-IN-WI",17063,"Grundy County, Illinois",50333,9549229,3
16980,"Chicago-Naperville-Elgin, IL-IN-WI",17197,"Will County, Illinois",687727,9549229,3
16980,"Chicago-Naperville-Elgin, IL-IN-WI",17043,"DuPage County, Illinois",931826,9549229,3
16980,"Chicago-Naperville-Elgin, IL-IN-WI",17097,"Lake County, Illinois",704476,9549229,3
16980,"Chicago-Naperville-Elgin, IL-IN-WI",17111,"McHenry County, Illinois",308043,9549229,3
19100,"Dallas-Fort Worth-Arlington, TX",48397,"Rockwall County, Texas",90414,7104415,4
19100,"Dallas-Fort Worth-Arlington, TX",48367,"Parker County, Texas",125963,7104415,4
19100,"Dallas-Fort Worth-Arlington, TX",48257,"Kaufman County, Texas",114852,7104415,4
19100,"Dallas-Fort Worth-Arlington, TX",48251,"Johnson County, Texas",160173,7104415,4
19100,"Dallas-Fort Worth-Arlington, TX",48439,"Tarrant County, Texas",1983675,7104415,4
19100,"Dallas-Fort Worth-Arlington, TX",48497,"Wise County, Texas",63247,7104415,4
19100,"Dallas-Fort Worth-Arlington, TX",48139,"Ellis County, Texas",164092,7104415,4
19100,"Dallas-Fort Worth-Arlington, TX",48231,"Hunt County, Texas",90322,7104415,4
19100,"Dallas-Fort Worth-Arlington, TX",48221,"Hood County, Texas",55418,7104415,4
19100,"Dallas-Fort Worth-Arlington, TX",48085,"Collin County, Texas",914075,7104415,4
19100,"Dallas-Fort Worth-Arlington, TX",48121,"Denton County, Texas",781321,7104415,4
19100,"Dallas-Fort Worth-Arlington, TX",48113,"Dallas County, Texas",2552213,7104415,4
19100,"Dallas-Fort Worth-Arlington, TX",48425,"Somervell County, Texas",8650,7104415,4
26420,"Houston-The Woodlands-Sugar Land, TX",48157,"Fort Bend County, Texas",711421,6715965,5
26420,"Houston-The Woodlands-Sugar Land, TX",48149,"Fayette County, Texas",24963,6715965,5
26420,"Houston-The Woodlands-Sugar Land, TX",48407,"San Jacinto County, Texas",27436,6715965,5
26420,"Houston-The Woodlands-Sugar Land, TX",48473,"Waller County, Texas",48443,6715965,5
26420,"Houston-The Woodlands-Sugar Land, TX",48167,"Galveston County, Texas",321184,6715965,5
26420,"Houston-The Woodlands-Sugar Land, TX",48201,"Harris County, Texas",4525519,6715965,5
26420,"Houston-The Woodlands-Sugar Land, TX",48185,"Grimes County, Texas",27358,6715965,5
26420,"Houston-The Woodlands-Sugar Land, TX",48291,"Liberty County, Texas",79884,6715965,5
26420,"Houston-The Woodlands-Sugar Land, TX",48071,"Chambers County, Texas",39283,6715965,5
26420,"Houston-The Woodlands-Sugar Land, TX",48039,"Brazoria County, Texas",345995,6715965,5
26420,"Houston-The Woodlands-Sugar Land, TX",48015,"Austin County, Texas",29292,6715965,5
26420,"Houston-The Woodlands-Sugar Land, TX",48339,"Montgomery County, Texas",535187,6715965,5
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51179,"Stafford County, Virginia",141159,6222713,6
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51510,"Alexandria city, Virginia",154710,6222713,6
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51157,"Rappahannock County, Virginia",7359,6222713,6
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",11001,"District of Columbia, District of Columbia",672391,6222713,6
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51610,"Falls Church city, Virginia",13843,6222713,6
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51137,"Orange County, Virginia",35265,6222713,6
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51113,"Madison County, Virginia",13108,6222713,6
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",24009,"Calvert County, Maryland",90824,6222713,6
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51061,"Fauquier County, Virginia",68406,6222713,6
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",24021,"Frederick County, Maryland",246105,6222713,6
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51600,"Fairfax city, Virginia",23580,6222713,6
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",54037,"Jefferson County, West Virginia",55673,6222713,6
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51153,"Prince William County, Virginia",450763,6222713,6
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",24033,"Prince George's County, Maryland",905161,6222713,6
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",24031,"Montgomery County, Maryland",1039198,6222713,6
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51685,"Manassas Park city, Virginia",16117,6222713,6
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51013,"Arlington County, Virginia",229534,6222713,6
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51171,"Shenandoah County, Virginia",42854,6222713,6
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51043,"Clarke County, Virginia",14331,6222713,6
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51139,"Page County, Virginia",23694,6222713,6
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51193,"Westmoreland County, Virginia",17596,6222713,6
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",24017,"Charles County, Maryland",156021,6222713,6
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51630,"Fredericksburg city, Virginia",28135,6222713,6
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51059,"Fairfax County, Virginia",1142004,6222713,6
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51107,"Loudoun County, Virginia",374558,6222713,6
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51047,"Culpeper County, Virginia",49795,6222713,6
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51187,"Warren County, Virginia",38991,6222713,6
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51683,"Manassas city, Virginia",41379,6222713,6
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",51177,"Spotsylvania County, Virginia",130159,6222713,6
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34007,"Camden County, New Jersey",510996,6085310,7
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",24015,"Cecil County, Maryland",102416,6085310,7
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",10003,"New Castle County, Delaware",555036,6085310,7
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",42101,"Philadelphia County, Pennsylvania",1569657,6085310,7
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34005,"Burlington County, New Jersey",449192,6085310,7
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",42029,"Chester County, Pennsylvania",514652,6085310,7
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",24029,"Kent County, Maryland",19666,6085310,7
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34015,"Gloucester County, New Jersey",291372,6085310,7
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",42091,"Montgomery County, Pennsylvania",818677,6085310,7
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",42045,"Delaware County, Pennsylvania",563384,6085310,7
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",42017,"Bucks County, Pennsylvania",626486,6085310,7
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34033,"Salem County, New Jersey",63776,6085310,7
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",12011,"Broward County, Florida",1890416,6019790,8
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",12099,"Palm Beach County, Florida",1426772,6019790,8
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",12086,"Miami-Dade County, Florida",2702602,6019790,8
12060,"Atlanta-Sandy Springs-Roswell, GA",13171,"Lamar County, Georgia",18282,5755084,9
12060,"Atlanta-Sandy Springs-Roswell, GA",13063,"Clayton County, Georgia",274150,5755084,9
12060,"Atlanta-Sandy Springs-Roswell, GA",13089,"DeKalb County, Georgia",736066,5755084,9
12060,"Atlanta-Sandy Springs-Roswell, GA",13227,"Pickens County, Georgia",30343,5755084,9
12060,"Atlanta-Sandy Springs-Roswell, GA",13045,"Carroll County, Georgia",114898,5755084,9
12060,"Atlanta-Sandy Springs-Roswell, GA",13297,"Walton County, Georgia",88695,5755084,9
12060,"Atlanta-Sandy Springs-Roswell, GA",13013,"Barrow County, Georgia",75099,5755084,9
12060,"Atlanta-Sandy Springs-Roswell, GA",13223,"Paulding County, Georgia",152399,5755084,9
12060,"Atlanta-Sandy Springs-Roswell, GA",13199,"Meriwether County, Georgia",21152,5755084,9
12060,"Atlanta-Sandy Springs-Roswell, GA",13113,"Fayette County, Georgia",110306,5755084,9
12060,"Atlanta-Sandy Springs-Roswell, GA",13143,"Haralson County, Georgia",28722,5755084,9
12060,"Atlanta-Sandy Springs-Roswell, GA",13015,"Bartow County, Georgia",102623,5755084,9
12060,"Atlanta-Sandy Springs-Roswell, GA",13077,"Coweta County, Georgia",138015,5755084,9
12060,"Atlanta-Sandy Springs-Roswell, GA",13159,"Jasper County, Georgia",13732,5755084,9
12060,"Atlanta-Sandy Springs-Roswell, GA",13151,"Henry County, Georgia",217506,5755084,9
12060,"Atlanta-Sandy Springs-Roswell, GA",13085,"Dawson County, Georgia",23397,5755084,9
12060,"Atlanta-Sandy Springs-Roswell, GA",13097,"Douglas County, Georgia",140152,5755084,9
12060,"Atlanta-Sandy Springs-Roswell, GA",13211,"Morgan County, Georgia",18013,5755084,9
12060,"Atlanta-Sandy Springs-Roswell, GA",13135,"Gwinnett County, Georgia",889954,5755084,9
12060,"Atlanta-Sandy Springs-Roswell, GA",13231,"Pike County, Georgia",17919,5755084,9
12060,"Atlanta-Sandy Springs-Roswell, GA",13247,"Rockdale County, Georgia",88482,5755084,9
12060,"Atlanta-Sandy Springs-Roswell, GA",13121,"Fulton County, Georgia",1010420,5755084,9
12060,"Atlanta-Sandy Springs-Roswell, GA",13149,"Heard County, Georgia",11607,5755084,9
12060,"Atlanta-Sandy Springs-Roswell, GA",13067,"Cobb County, Georgia",739072,5755084,9
12060,"Atlanta-Sandy Springs-Roswell, GA",13057,"Cherokee County, Georgia",235896,5755084,9
12060,"Atlanta-Sandy Springs-Roswell, GA",13217,"Newton County, Georgia",105042,5755084,9
12060,"Atlanta-Sandy Springs-Roswell, GA",13255,"Spalding County, Georgia",64192,5755084,9
12060,"Atlanta-Sandy Springs-Roswell, GA",13035,"Butts County, Georgia",23556,5755084,9
12060,"Atlanta-Sandy Springs-Roswell, GA",13117,"Forsyth County, Georgia",211300,5755084,9
12060,"Atlanta-Sandy Springs-Roswell, GA",13111,"Fannin County, Georgia",24480,5755084,9
12060,"Atlanta-Sandy Springs-Roswell, GA",13123,"Gilmer County, Georgia",29614,5755084,9
14460,"Boston-Cambridge-Newton, MA-NH",25025,"Suffolk County, Massachusetts",780685,4771936,10
14460,"Boston-Cambridge-Newton, MA-NH",25017,"Middlesex County, Massachusetts",1582857,4771936,10
14460,"Boston-Cambridge-Newton, MA-NH",33015,"Rockingham County, New Hampshire",302479,4771936,10
14460,"Boston-Cambridge-Newton, MA-NH",25009,"Essex County, Massachusetts",775860,4771936,10
14460,"Boston-Cambridge-Newton, MA-NH",33017,"Strafford County, New Hampshire",126552,4771936,10
14460,"Boston-Cambridge-Newton, MA-NH",25021,"Norfolk County, Massachusetts",694389,4771936,10
14460,"Boston-Cambridge-Newton, MA-NH",25023,"Plymouth County, Massachusetts",509114,4771936,10
41860,"San Francisco-Oakland-Hayward, CA",06075,"San Francisco County, California",864263,4641820,11
41860,"San Francisco-Oakland-Hayward, CA",06041,"Marin County, California",260814,4641820,11
41860,"San Francisco-Oakland-Hayward, CA",06013,"Contra Costa County, California",1123678,4641820,11
41860,"San Francisco-Oakland-Hayward, CA",06001,"Alameda County, California",1629615,4641820,11
41860,"San Francisco-Oakland-Hayward, CA",06081,"San Mateo County, California",763450,4641820,11
38060,"Phoenix-Mesa-Scottsdale, AZ",04021,"Pinal County, Arizona",405537,4561038,12
38060,"Phoenix-Mesa-Scottsdale, AZ",04013,"Maricopa County, Arizona",4155501,4561038,12
40140,"Riverside-San Bernardino-Ontario, CA",06027,"Inyo County, California",18195,4514894,13
40140,"Riverside-San Bernardino-Ontario, CA",06071,"San Bernardino County, California",2121220,4514894,13
40140,"Riverside-San Bernardino-Ontario, CA",06065,"Riverside County, California",2355002,4514894,13
40140,"Riverside-San Bernardino-Ontario, CA",04012,"La Paz County, Arizona",20477,4514894,13
19820,"Detroit-Warren-Dearborn, MI",26151,"Sanilac County, Michigan",41535,4346148,14
19820,"Detroit-Warren-Dearborn, MI",26163,"Wayne County, Michigan",1763822,4346148,14
19820,"Detroit-Warren-Dearborn, MI",26087,"Lapeer County, Michigan",88205,4346148,14
19820,"Detroit-Warren-Dearborn, MI",26147,"St. Clair County, Michigan",159761,4346148,14
19820,"Detroit-Warren-Dearborn, MI",26093,"Livingston County, Michigan",186946,4346148,14
19820,"Detroit-Warren-Dearborn, MI",26099,"Macomb County, Michigan",864019,4346148,14
19820,"Detroit-Warren-Dearborn, MI",26125,"Oakland County, Michigan",1241860,4346148,14
42660,"Seattle-Tacoma-Bellevue, WA",53061,"Snohomish County, Washington",771904,3735216,15
42660,"Seattle-Tacoma-Bellevue, WA",53033,"King County, Washington",2118119,3735216,15
42660,"Seattle-Tacoma-Bellevue, WA",53053,"Pierce County, Washington",845193,3735216,15
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27095,"Mille Lacs County, Minnesota",25635,3542097,16
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",55093,"Pierce County, Wisconsin",41226,3542097,16
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27143,"Sibley County, Minnesota",14888,3542097,16
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27171,"Wright County, Minnesota",131130,3542097,16
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27139,"Scott County, Minnesota",141463,3542097,16
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27025,"Chisago County, Minnesota",54297,3542097,16
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27065,"Kanabec County, Minnesota",15948,3542097,16
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27037,"Dakota County, Minnesota",414655,3542097,16
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27003,"Anoka County, Minnesota",344861,3542097,16
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27123,"Ramsey County, Minnesota",537893,3542097,16
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27059,"Isanti County, Minnesota",38584,3542097,16
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27163,"Washington County, Minnesota",250979,3542097,16
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27141,"Sherburne County, Minnesota",92024,3542097,16
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27079,"Le Sueur County, Minnesota",27810,3542097,16
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27053,"Hennepin County, Minnesota",1224763,3542097,16
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",55109,"St. Croix County, Wisconsin",87142,3542097,16
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",27019,"Carver County, Minnesota",98799,3542097,16
41740,"San Diego-Carlsbad, CA",06073,"San Diego County, California",3283665,3283665,17
41180,"St. Louis, MO-IL",17005,"Bond County, Illinois",17034,3005466,18
41180,"St. Louis, MO-IL",17083,"Jersey County, Illinois",22215,3005466,18
41180,"St. Louis, MO-IL",17135,"Montgomery County, Illinois",29173,3005466,18
41180,"St. Louis, MO-IL",29163,"Pike County, Missouri",18517,3005466,18
41180,"St. Louis, MO-IL",29221,"Washington County, Missouri",24968,3005466,18
41180,"St. Louis, MO-IL",17163,"St. Clair County, Illinois",264433,3005466,18
41180,"St. Louis, MO-IL",17189,"Washington County, Illinois",14260,3005466,18
41180,"St. Louis, MO-IL",29139,"Montgomery County, Missouri",11618,3005466,18
41180,"St. Louis, MO-IL",29071,"Franklin County, Missouri",102413,3005466,18
41180,"St. Louis, MO-IL",17027,"Clinton County, Illinois",37640,3005466,18
41180,"St. Louis, MO-IL",29183,"St. Charles County, Missouri",385115,3005466,18
41180,"St. Louis, MO-IL",29186,"Ste. Genevieve County, Missouri",17882,3005466,18
41180,"St. Louis, MO-IL",17061,"Greene County, Illinois",13311,3005466,18
41180,"St. Louis, MO-IL",17157,"Randolph County, Illinois",32829,3005466,18
41180,"St. Louis, MO-IL",17149,"Pike County, Illinois",15930,3005466,18
41180,"St. Louis, MO-IL",17051,"Fayette County, Illinois",21980,3005466,18
41180,"St. Louis, MO-IL",29219,"Warren County, Missouri",33554,3005466,18
41180,"St. Louis, MO-IL",29189,"St. Louis County, Missouri",999539,3005466,18
41180,"St. Louis, MO-IL",17013,"Calhoun County, Illinois",4897,3005466,18
41180,"St. Louis, MO-IL",17119,"Madison County, Illinois",266153,3005466,18
41180,"St. Louis, MO-IL",17133,"Monroe County, Illinois",33739,3005466,18
41180,"St. Louis, MO-IL",29099,"Jefferson County, Missouri",222639,3005466,18
41180,"St. Louis, MO-IL",29113,"Lincoln County, Missouri",54800,3005466,18
41180,"St. Louis, MO-IL",17117,"Macoupin County, Illinois",45960,3005466,18
41180,"St. Louis, MO-IL",29510,"St. Louis city, Missouri",314867,3005466,18
45300,"Tampa-St. Petersburg-Clearwater, FL",12053,"Hernando County, Florida",179144,2978209,19
45300,"Tampa-St. Petersburg-Clearwater, FL",12103,"Pinellas County, Florida",949842,2978209,19
45300,"Tampa-St. Petersburg-Clearwater, FL",12101,"Pasco County, Florida",498136,2978209,19
45300,"Tampa-St. Petersburg-Clearwater, FL",12057,"Hillsborough County, Florida",1351087,2978209,19
19740,"Denver-Aurora-Lakewood, CO",08093,"Park County, Colorado",16900,2824983,20
19740,"Denver-Aurora-Lakewood, CO",08059,"Jefferson County, Colorado",564029,2824983,20
19740,"Denver-Aurora-Lakewood, CO",08031,"Denver County, Colorado",678467,2824983,20
19740,"Denver-Aurora-Lakewood, CO",08014,"Broomfield County, Colorado",64283,2824983,20
19740,"Denver-Aurora-Lakewood, CO",08015,"Chaffee County, Colorado",18818,2824983,20
19740,"Denver-Aurora-Lakewood, CO",08001,"Adams County, Colorado",487850,2824983,20
19740,"Denver-Aurora-Lakewood, CO",08065,"Lake County, Colorado",7481,2824983,20
19740,"Denver-Aurora-Lakewood, CO",08047,"Gilpin County, Colorado",5793,2824983,20
19740,"Denver-Aurora-Lakewood, CO",08019,"Clear Creek County, Colorado",9257,2824983,20
19740,"Denver-Aurora-Lakewood, CO",08035,"Douglas County, Colorado",320940,2824983,20
19740,"Denver-Aurora-Lakewood, CO",08039,"Elbert County, Colorado",24553,2824983,20
19740,"Denver-Aurora-Lakewood, CO",08005,"Arapahoe County, Colorado",626612,2824983,20
12580,"Baltimore-Columbia-Towson, MD",24510,"Baltimore city, Maryland",619796,2792050,21
12580,"Baltimore-Columbia-Towson, MD",24005,"Baltimore County, Maryland",828637,2792050,21
12580,"Baltimore-Columbia-Towson, MD",24013,"Carroll County, Maryland",167319,2792050,21
12580,"Baltimore-Columbia-Towson, MD",24003,"Anne Arundel County, Maryland",564600,2792050,21
12580,"Baltimore-Columbia-Towson, MD",24027,"Howard County, Maryland",312495,2792050,21
12580,"Baltimore-Columbia-Towson, MD",24035,"Queen Anne's County, Maryland",49071,2792050,21
12580,"Baltimore-Columbia-Towson, MD",24025,"Harford County, Maryland",250132,2792050,21
41700,"San Antonio-New Braunfels, TX",48177,"Gonzales County, Texas",20558,2478886,22
41700,"San Antonio-New Braunfels, TX",48019,"Bandera County, Texas",21316,2478886,22
41700,"San Antonio-New Braunfels, TX",48507,"Zavala County, Texas",12152,2478886,22
41700,"San Antonio-New Braunfels, TX",48311,"McMullen County, Texas",600,2478886,22
41700,"San Antonio-New Braunfels, TX",48029,"Bexar County, Texas",1892004,2478886,22
41700,"San Antonio-New Braunfels, TX",48091,"Comal County, Texas",129100,2478886,22
41700,"San Antonio-New Braunfels, TX",48259,"Kendall County, Texas",40306,2478886,22
41700,"San Antonio-New Braunfels, TX",48255,"Karnes County, Texas",15051,2478886,22
41700,"San Antonio-New Braunfels, TX",48385,"Real County, Texas",3358,2478886,22
41700,"San Antonio-New Braunfels, TX",48325,"Medina County, Texas",48548,2478886,22
41700,"San Antonio-New Braunfels, TX",48187,"Guadalupe County, Texas",150889,2478886,22
41700,"San Antonio-New Braunfels, TX",48163,"Frio County, Texas",19110,2478886,22
41700,"San Antonio-New Braunfels, TX",48297,"Live Oak County, Texas",12043,2478886,22
41700,"San Antonio-New Braunfels, TX",48013,"Atascosa County, Texas",48139,2478886,22
41700,"San Antonio-New Braunfels, TX",48493,"Wilson County, Texas",47205,2478886,22
41700,"San Antonio-New Braunfels, TX",48283,"La Salle County, Texas",7418,2478886,22
41700,"San Antonio-New Braunfels, TX",48031,"Blanco County, Texas",11089,2478886,22
16740,"Charlotte-Concord-Gastonia, NC-SC",45023,"Chester County, South Carolina",32424,2427024,23
16740,"Charlotte-Concord-Gastonia, NC-SC",37109,"Lincoln County, North Carolina",80504,2427024,23
16740,"Charlotte-Concord-Gastonia, NC-SC",37159,"Rowan County, North Carolina",138940,2427024,23
16740,"Charlotte-Concord-Gastonia, NC-SC",37025,"Cabarrus County, North Carolina",196716,2427024,23
16740,"Charlotte-Concord-Gastonia, NC-SC",37097,"Iredell County, North Carolina",169798,2427024,23
16740,"Charlotte-Concord-Gastonia, NC-SC",37071,"Gaston County, North Carolina",214049,2427024,23
16740,"Charlotte-Concord-Gastonia, NC-SC",37179,"Union County, North Carolina",222095,2427024,23
16740,"Charlotte-Concord-Gastonia, NC-SC",37119,"Mecklenburg County, North Carolina",1034290,2427024,23
16740,"Charlotte-Concord-Gastonia, NC-SC",45057,"Lancaster County, South Carolina",86544,2427024,23
16740,"Charlotte-Concord-Gastonia, NC-SC",45091,"York County, South Carolina",251664,2427024,23
38300,"Pittsburgh, PA",42007,"Beaver County, Pennsylvania",168161,2392401,24
38300,"Pittsburgh, PA",42065,"Jefferson County, Pennsylvania",44258,2392401,24
38300,"Pittsburgh, PA",42019,"Butler County, Pennsylvania",185984,2392401,24
38300,"Pittsburgh, PA",42051,"Fayette County, Pennsylvania",133160,2392401,24
38300,"Pittsburgh, PA",42003,"Allegheny County, Pennsylvania",1229605,2392401,24
38300,"Pittsburgh, PA",42125,"Washington County, Pennsylvania",207661,2392401,24
38300,"Pittsburgh, PA",42005,"Armstrong County, Pennsylvania",66737,2392401,24
38300,"Pittsburgh, PA",42129,"Westmoreland County, Pennsylvania",356835,2392401,24
36740,"Orlando-Kissimmee-Sanford, FL",12095,"Orange County, Florida",1290216,2390859,25
36740,"Orlando-Kissimmee-Sanford, FL",12069,"Lake County, Florida",326215,2390859,25
36740,"Orlando-Kissimmee-Sanford, FL",12117,"Seminole County, Florida",449260,2390859,25
36740,"Orlando-Kissimmee-Sanford, FL",12097,"Osceola County, Florida",325168,2390859,25
38900,"Portland-Vancouver-Hillsboro, OR-WA",53069,"Wahkiakum County, Washington",4105,2386142,26
38900,"Portland-Vancouver-Hillsboro, OR-WA",41005,"Clackamas County, Oregon",399962,2386142,26
38900,"Portland-Vancouver-Hillsboro, OR-WA",41051,"Multnomah County, Oregon",788459,2386142,26
38900,"Portland-Vancouver-Hillsboro, OR-WA",41009,"Columbia County, Oregon",50207,2386142,26
38900,"Portland-Vancouver-Hillsboro, OR-WA",41071,"Yamhill County, Oregon",102366,2386142,26
38900,"Portland-Vancouver-Hillsboro, OR-WA",53011,"Clark County, Washington",457474,2386142,26
38900,"Portland-Vancouver-Hillsboro, OR-WA",41067,"Washington County, Oregon",572071,2386142,26
38900,"Portland-Vancouver-Hillsboro, OR-WA",53059,"Skamania County, Washington",11498,2386142,26
