month,entropy,hhi,gini,bp,diss,density,infomap,city
1,0.6728993577071407,0.6597362711263265,0.3402637288736735,0.7737691344733231,0.385,0.04407805849307693,48.30769230769231,"New Haven County, Connecticut"
2,0.6780884356428458,0.6564338827426272,0.3435661172573728,0.7707565876360313,0.373,0.04054287426731275,48.30769230769231,"New Haven County, Connecticut"
3,0.6954966128422087,0.6454017737503459,0.3545982262496541,0.7616540506464872,0.381,0.03180649945651622,44.857142857142854,"New Haven County, Connecticut"
4,0.6922783123014837,0.6478399379236681,0.35216006207633194,0.7674673295117801,0.399,0.01832353030810959,26.166666666666668,"New Haven County, Connecticut"
5,0.7720307561151312,0.5994496465531204,0.40055035344687967,0.734208158474688,0.314,0.023778685277176727,36.94117647058823,"New Haven County, Connecticut"
6,0.7426878559885547,0.6163725503298232,0.38362744967017687,0.7385050086526213,0.359,0.028819878300267172,36.94117647058823,"New Haven County, Connecticut"
7,0.7576267529498641,0.6080977054373301,0.39190229456266984,0.7376991831153844,0.36,0.029784942959599346,36.94117647058823,"New Haven County, Connecticut"
8,0.6955907285207993,0.6453831201061537,0.3546168798938463,0.7621567931739214,0.368,0.030757626550452565,52.333333333333336,"New Haven County, Connecticut"
9,0.7628746211312913,0.60235180540685,0.39764819459315,0.717271830086843,0.353,0.029734150082792385,36.94117647058823,"New Haven County, Connecticut"
10,0.7241690015757212,0.626756169411559,0.37324383058844096,0.7444894562314925,0.358,0.030760166194292914,44.857142857142854,"New Haven County, Connecticut"
11,0.7750870809579194,0.5943123098902351,0.4056876901097649,0.7104926380821818,0.383,0.026765306433425774,34.888888888888886,"New Haven County, Connecticut"
12,0.800144475507167,0.5798720169436257,0.4201279830563744,0.7096219796646167,0.344,0.027072603338107862,34.888888888888886,"New Haven County, Connecticut"
