month,entropy,hhi,gini,bp,diss,density,infomap,city
1,0.4172910614703748,0.7809530821447191,0.21904691785528083,0.8539388966419933,0.558,0.008838016821263143,42.50574712643678,Detroit
2,0.37314214584041566,0.8097288453709123,0.1902711546290877,0.8799672026618077,0.54,0.008142043751434553,35.21904761904762,Detroit
3,0.36915690214941815,0.8129044785481576,0.1870955214518424,0.8815779616888512,0.534,0.005992975462981181,27.597014925373134,Detroit
4,0.354620435790458,0.8204783040987794,0.1795216959012206,0.884753121440901,0.567,0.002778479561798093,15.155737704918034,Detroit
5,0.3608490901932867,0.8157284709232241,0.1842715290767759,0.8819961745938476,0.553,0.004104302773959212,17.864734299516908,Detroit
6,0.33559525606866625,0.8298007436712523,0.17019925632874766,0.8906591811778014,0.488,0.005792485480385263,22.548780487804876,Detroit
7,0.3447459379844589,0.8248304451116293,0.17516955488837074,0.8875885454309518,0.527,0.005900447251385473,22.96894409937888,Detroit
8,0.33191939768702,0.8330502931461741,0.16694970685382596,0.8941089754969013,0.536,0.005996120690727123,19.77540106951872,Detroit
9,0.3182737742487894,0.8419107132861255,0.15808928671387448,0.9015524806766002,0.52,0.005816550129883277,21.011363636363637,Detroit
10,0.3168577942082816,0.8422560690856927,0.15774393091430733,0.9011293411519037,0.52,0.005816550129883277,21.011363636363637,Detroit
11,0.3243357515362606,0.8385660908953806,0.16143390910461938,0.9003662478864686,0.54,0.006031449644245484,18.964102564102564,Detroit
12,0.31427678357074595,0.8412146942293287,0.15878530577067135,0.8974664076402016,0.53,0.00509563467258106,15.032520325203253,Detroit
