month,entropy,hhi,gini,bp,diss,density,infomap,city
1,0.4037380141618406,0.8128012643262859,0.18719873567371412,0.8889784352593543,0.395,0.03715705123154262,37.526315789473685,"Albany-Schenectady-Troy, NY"
2,0.41344349918061735,0.8071462321784705,0.19285376782152946,0.8857563617491353,0.395,0.032579148084529684,39.611111111111114,"Albany-Schenectady-Troy, NY"
3,0.4200945758202247,0.8044230295173455,0.19557697048265457,0.8854344591823872,0.383,0.024896780497029484,32.40909090909091,"Albany-Schenectady-Troy, NY"
4,0.46059554566316474,0.7826142400279624,0.21738575997203763,0.8718872717333443,0.413,0.014431032037442677,21.606060606060606,"Albany-Schenectady-Troy, NY"
5,0.4402531325698991,0.7962718872201927,0.20372811277980726,0.882555974630201,0.376,0.01840813464235624,22.28125,"Albany-Schenectady-Troy, NY"
6,0.4648877958871322,0.7795644214109426,0.22043557858905735,0.8692677363283475,0.398,0.02264919551822494,33.95238095238095,"Albany-Schenectady-Troy, NY"
7,0.4686673379261576,0.77789136916162,0.22210863083837995,0.8629470196914676,0.409,0.0224738799502025,29.708333333333332,"Albany-Schenectady-Troy, NY"
8,0.46199186070036496,0.77973484033806,0.22026515966194005,0.8607819418274462,0.426,0.02376609357517689,32.40909090909091,"Albany-Schenectady-Troy, NY"
9,0.4135400217177198,0.8086880460584621,0.1913119539415379,0.8879093862216525,0.407,0.02413248341396536,32.40909090909091,"Albany-Schenectady-Troy, NY"
10,0.446584749441386,0.7885117175443195,0.21148828245568047,0.8676127101521092,0.407,0.02413248341396536,31,"Albany-Schenectady-Troy, NY"
11,0.4120445635996115,0.8083368496839225,0.19166315031607753,0.8864754017584435,0.411,0.025487731849914118,35.65,"Albany-Schenectady-Troy, NY"
12,0.3810542389794617,0.8251567274948883,0.17484327250511172,0.8968989302331825,0.4,0.02213703767905826,33.95238095238095,"Albany-Schenectady-Troy, NY"
