GEOID,X,Y
421010363032,-74.97330647357568,40.10014940618142
421010364001,-74.98675875120442,40.112990254842266
421010365021,-74.99403442314669,40.12455626379166
421010365022,-75.00314827617936,40.122866925627406
421010088021,-75.20397730020774,39.949840175624836
421010101002,-75.23929034640449,39.971468396361885
421010101003,-75.24200278307124,39.97411706769721
421010055003,-75.2480889166366,39.90313491645467
421010111003,-75.2259170484523,39.97224441801978
421010114002,-75.2409493748004,39.98007072675682
421010114004,-75.24257494082941,39.97717225211839
421010149005,-75.18308644028299,39.98154076234583
421010165003,-75.14821998261385,39.987967899299825
421010168004,-75.16713412984026,39.989314527935136
421010172023,-75.17734485008548,39.99763486595614
421010178003,-75.1147375452728,39.991295965645236
421010201012,-75.15389846128167,40.00096287984146
421010385001,-75.20692858434535,40.071613647528594
421010249004,-75.16178285461821,40.05070083496418
421010259001,-75.17277222071465,40.08033977928152
421010259002,-75.17489012261099,40.07818980762537
421010263024,-75.15799450575233,40.07110593916599
421010264001,-75.15800621418613,40.06172594591434
421010266004,-75.14903429153199,40.065370187736065
421010300002,-75.07456502254033,40.02010449193659
421010302002,-75.0804502962193,40.02755873118631
421010305013,-75.10148519980821,40.04193941548089
421010309002,-75.08453960941205,40.04178332298959
421010321002,-75.05661052870174,40.0175633479589
421010326001,-75.0431063548311,40.03455948314464
421010326004,-75.03966268108819,40.03045847245244
421010098011,-75.26539013995723,39.97819506429611
421010100001,-75.24882909365138,39.96769098999556
421010103001,-75.22562099670091,39.96889660354885
421010104003,-75.21925490412283,39.966326160446485
421010248002,-75.16797380593755,40.04614525267047
421010209003,-75.20975852726983,40.016292744703044
421010210004,-75.2180314743542,40.0224945682876
421010216002,-75.24009409692702,40.04111839277019
421010219001,-75.24369716056809,40.05098576245556
421010208001,-75.18794323946621,40.025305921215995
421010208002,-75.19773086131862,40.01841100892348
421010190005,-75.09920416954307,40.00585341675945
421010192004,-75.10928897933672,40.000169905060844
421010342002,-75.07161615594902,40.08282902081944
421010191004,-75.10447549541257,40.01466190391857
421010287001,-75.13313003205181,40.02196654620162
421010190003,-75.09581969659351,40.01159380248405
421010198006,-75.13746927935053,40.00969028045195
421010288003,-75.123896033351,40.023680290464
421010198001,-75.1451465126162,40.01126634956174
421010202001,-75.16204866233534,40.004933753203936
421010199004,-75.14467929203227,40.0031633953208
421010200002,-75.15074093783052,40.00420651784515
421010203001,-75.14927927428421,40.00911833699463
421010176023,-75.13317831397764,39.99770608351403
421010192005,-75.12090017539475,39.99986177158193
421010188004,-75.106156169849,39.995304459269526
421010179004,-75.11106343757511,39.98937104564273
421019803001,-75.00626369085369,40.08665102036333
421010273003,-75.1176474234536,40.04284383988648
421010220001,-75.25023198680498,40.05915540668713
421010360001,-75.01045386373873,40.10473902391516
421010231001,-75.2029763214716,40.06637051877997
421010237002,-75.19006058900125,40.05244090033582
421010158006,-75.12624762955996,39.97422780876841
421010158002,-75.12779935022286,39.97580426162077
421010378003,-75.11690486233371,39.97916426882663
421010160006,-75.12271313606934,39.97599800275201
421010160002,-75.12581554412783,39.9776764851485
421010160005,-75.12800276405386,39.97928717539837
421010160007,-75.12497842677891,39.98044837803135
421010161004,-75.12759788940465,39.9851367372609
421010161003,-75.1271893946329,39.986689743806714
421010162003,-75.13627086660776,39.98370559936769
421010173001,-75.16515152721519,39.99847792557342
421010175002,-75.14017467876934,39.99683228793688
421010175003,-75.14385242234363,39.99337187208042
421010175004,-75.14446612236674,39.99503576144961
421010176011,-75.13658334691225,39.997082427905255
421010176014,-75.1328517614814,39.99416882474967
421010176021,-75.1276599871372,39.99675156800294
421010176022,-75.12785742471267,39.994020926693395
421010177011,-75.11834237034338,39.995289251699695
421010177022,-75.12147705331726,39.9935419155701
421010177021,-75.12519408578528,39.99175932818984
421010177024,-75.12399395385538,39.99469105965724
421010177025,-75.12333204308462,39.99777237716095
421010178001,-75.11357996777893,39.994698094079396
421010178004,-75.11671245490301,39.99002961529677
421010178005,-75.11706241223138,39.992832673065436
421010179002,-75.10876790579447,39.987760228686774
421010179001,-75.11425588230095,39.98668013228543
421010180021,-75.10568031506637,39.98574385832839
421010180022,-75.10428162259728,39.98273113426812
421010180024,-75.10808045786762,39.98083001625657
421010180012,-75.11117196543043,39.982880917658
421010180023,-75.10843405212238,39.984228380187425
421010183001,-75.07228353996271,39.992231573141375
421010195012,-75.12699813961376,39.99983039965352
421010195013,-75.13038649448578,40.00027110608184
421010195023,-75.13092151435477,40.002691114691665
421010383002,-75.13078175104411,40.01602345668747
421010383003,-75.1334638969873,40.01509537058823
421010197005,-75.1406097185842,40.014191956255466
421010207003,-75.1873661765126,40.01207551726146
421010209002,-75.2054042402702,40.01870566555842
421010388001,-75.19833574241535,40.0597469692699
421010184002,-75.06342423314116,39.996950283052705
421010298004,-75.06622300012341,40.013107236206054
421010321001,-75.058640800271,40.01532782924879
421010178002,-75.11196170716467,39.99226533547889
421010236001,-75.19463777650022,40.04779526722151
421010236002,-75.19177128600799,40.04152248961741
421010237001,-75.18791497771952,40.04405533048844
421010237003,-75.19038512700992,40.04731088928927
421010238002,-75.18105083592285,40.03969076343231
421010238004,-75.18413383942342,40.03672610984305
421010239001,-75.1862933525323,40.03508394218391
421010239002,-75.1881205651703,40.033181597008024
421010183004,-75.0771794675594,39.99651718399861
421010240001,-75.18262505390435,40.02830828259332
421010329001,-75.02382967137638,40.04064634444344
421010329002,-75.02489537377657,40.03503469335517
421010329003,-75.02756663572296,40.03377218134922
421010329004,-75.02880300949542,40.036484073938944
421010330001,-75.0341818231323,40.03801175201497
421010330002,-75.0326433608004,40.0359991389042
421010330006,-75.03803898603785,40.034801737085985
421010335003,-75.069234903317,40.055965612996346
421010337013,-75.04698871163706,40.06457633431741
421010337012,-75.05161833271829,40.065458174011034
421010337023,-75.05446175720363,40.06789000545029
421010337024,-75.05623178121192,40.06902322632028
421010337021,-75.0515233687793,40.07387072196331
421010337011,-75.04767890277304,40.072625357653294
421010338002,-75.07299388073882,40.05845883813838
421010338004,-75.07769940599567,40.06160443360351
421010339001,-75.08162654538059,40.06756645011927
421010339002,-75.0850249301249,40.06629095360242
421010339003,-75.090156905309,40.069908283779675
421010340002,-75.07302776442478,40.06911930696236
421010340003,-75.07733255460829,40.06905596342758
421010341001,-75.07483177065022,40.0779109303544
421010341003,-75.08056879723371,40.072752017961605
421010298001,-75.06982144177206,40.019265484762876
421010298003,-75.06830232694278,40.01607184808817
421010299003,-75.07186792318885,40.01287206723329
421010299001,-75.07668361905101,40.013310174617615
421010300003,-75.07706719946216,40.01735319653813
421010300006,-75.08318329932678,40.015918615405326
421010300007,-75.0800991078165,40.01914426447844
421010300004,-75.07654913936159,40.021943665925505
421010301001,-75.08403675536464,40.02072517165767
421010301002,-75.08674470376529,40.01808611332998
421010302001,-75.07881717552574,40.02427220611875
421010325001,-75.04774302146706,40.031585217729265
421010325002,-75.04791434066497,40.02579230782413
421010326005,-75.03650442791573,40.02948904980311
421010341004,-75.08584390857975,40.075060897531486
421010341005,-75.08274073058156,40.07852378587418
421010344001,-75.04906733396855,40.08461782990324
421010344002,-75.05202439077239,40.08901671342134
421010346001,-75.02459536892582,40.07225396699449
421010348031,-75.00049717551579,40.05994086927942
421010348032,-75.0048110648861,40.06502594305898
421010348033,-75.00787092688404,40.06149764161431
421010349001,-75.00462536834583,40.047927529519
421010349004,-75.01837045846301,40.04169577928791
421010352001,-74.98835751397093,40.0579290958129
421010352002,-74.99377230439701,40.05099052095469
421010352003,-74.99944591690279,40.05446258646929
421010247005,-75.16908873965535,40.040789581667205
421010249001,-75.15940625741247,40.05375072136489
421010249002,-75.15881345324384,40.050739401624085
421010249003,-75.1596035692568,40.048153813426694
421010389003,-75.17327984955544,40.054179242160885
421010252002,-75.17879453878051,40.04243799320691
421010252003,-75.17817382218918,40.04507549687486
421010252004,-75.17636937252834,40.04648776489783
421010252007,-75.17622037582802,40.049799060871806
421010252005,-75.17367931363711,40.04814226632277
421010253004,-75.18357502478209,40.05706726326223
421010254001,-75.1716440501684,40.05999956681709
421010254002,-75.17698625888245,40.0576775572855
421010255003,-75.18735549922438,40.05923747707227
421010256002,-75.18959618933845,40.06357499588687
421010256003,-75.19212588193295,40.067401744669255
421010263014,-75.16439802150357,40.0704159816206
421010263021,-75.15424783502866,40.06916038142767
421010263022,-75.15563498861063,40.06571306573348
421010263023,-75.16071487763874,40.06829741458456
421010264002,-75.16038089708667,40.0588215754735
421010264006,-75.16376803448685,40.065337792633414
421010264007,-75.15944973549556,40.06510561334408
421010264004,-75.16089455498349,40.0625958751418
421010265002,-75.15499060976137,40.05959213930341
421010265003,-75.15154211092958,40.05964390903548
421010265004,-75.15243802607482,40.05750814800959
421010265005,-75.15536548173958,40.05569691957465
421010266001,-75.14461246996126,40.06162922546797
421010266002,-75.14641537487269,40.06505658780451
421010266005,-75.14942664976903,40.06386417849525
421010266006,-75.14957168124816,40.061444592653956
421010266007,-75.15196296071089,40.06569757829838
421010266008,-75.15033420158565,40.068554024082246
421010267001,-75.14412344863352,40.05685647994055
421010267003,-75.14687125700112,40.051941260392915
421010267007,-75.1474844075387,40.057174375891
421010267004,-75.14762160514863,40.0544149797053
421010274025,-75.12419851473895,40.04428341134124
421010274022,-75.1260967088933,40.0340606660439
421010274013,-75.12947145683347,40.03445054634968
421010274011,-75.12790409984052,40.04296060598724
421010275001,-75.1320211499638,40.04355575035099
421010275002,-75.13125495140565,40.039199499301596
421010275003,-75.13292188226858,40.03492358687881
421010276001,-75.13676553149249,40.042293302392466
421010276002,-75.14190236093147,40.040264972289215
421010276003,-75.14137215408084,40.04264283020803
421010276004,-75.14053610232273,40.045615287786056
421010277001,-75.14522059190725,40.04957613338186
421010277004,-75.15422687876399,40.05194745872477
421010278003,-75.14735379386256,40.03843060736277
421010279011,-75.15295893411727,40.047593462682386
421010279021,-75.15225431932949,40.04150454134798
421010279013,-75.15659329164454,40.0472114106635
421010280004,-75.15141219741272,40.023996220696
421010280002,-75.1571075471022,40.02728149319402
421010283002,-75.14148815684403,40.026903024980506
421010283005,-75.1438527785506,40.02720886258372
421010283006,-75.14313370128826,40.03006612430872
421010283007,-75.14593075141845,40.028096999900725
421010284002,-75.13741802564108,40.0273320957139
421010289022,-75.11317666853874,40.022977120043116
421010289013,-75.11467171567699,40.01959335607036
421010290001,-75.11351777158494,40.03319543143421
421010290002,-75.11404577870503,40.029634175093484
421010291001,-75.107185980271,40.03868283306034
421010291003,-75.1051003693777,40.03218888200413
421010302003,-75.08338556718964,40.02480819350104
421010302004,-75.08680340857035,40.02648363387467
421010390006,-75.09044472868891,40.03839087384982
421010390002,-75.09001282590962,40.0353257449535
421010390003,-75.08874642707077,40.03426300979881
421010390007,-75.09085216929398,40.03156353179413
421010305011,-75.09750705870947,40.04487549112041
421010305012,-75.09987761752392,40.04088087738305
421010305024,-75.10462634329723,40.04267643709005
421010305025,-75.10807932546756,40.04446162633701
421010305023,-75.10506237938495,40.04886319897679
421010305021,-75.10204272804869,40.0463550826467
421010306001,-75.08897104151413,40.048830416320456
421010306005,-75.10031579996034,40.05107393653322
421010306006,-75.09602714361093,40.054106944924115
421010307001,-75.08664709739645,40.05829989877735
421010307002,-75.08867936112968,40.05357418764782
421010307003,-75.0897366813942,40.0587648851742
421010308001,-75.08234866032394,40.05644354124787
421010309003,-75.0865186920257,40.04285472958866
421010310005,-75.07801402661062,40.04738251270214
421010310006,-75.07869711647625,40.04936572112271
421010310007,-75.07577759213703,40.05150966415801
421010310002,-75.07336091822421,40.05355007835314
421010311013,-75.0793789424494,40.040208958237145
421010311024,-75.08154025242219,40.037935799778474
421010311022,-75.08613342401225,40.03541872391765
421010311021,-75.0838665866343,40.038930534415236
421010311014,-75.08004092309207,40.04378695143689
421010183002,-75.07183976359792,39.99863707172592
421010184001,-75.07133347018485,40.00508878221863
421010379005,-75.09747784553093,39.98632124118239
421010379004,-75.10117785592874,39.98469300611295
421010379001,-75.10299314512855,39.98673993459508
421010379002,-75.0998423838734,39.98808743227331
421010188005,-75.11076763543848,39.99494641415647
421010188006,-75.10924026454646,39.99657623323902
421010188003,-75.10392717753038,39.99994720122285
421019807001,-75.14443274325637,39.90897902393941
421010112006,-75.23473533700363,39.97502817757175
421010152003,-75.17310379672553,39.98530693811733
421010011014,-75.16284217765576,39.94575370005126
421010388003,-75.19164631647155,40.056502619970374
421010353022,-74.9978740080801,40.071842869651256
421010062003,-75.23328597524637,39.91795721371921
421010071024,-75.22863146917469,39.9423823295523
421010038004,-75.18108475684936,39.921488774882015
421010254003,-75.1808019093986,40.05942594689631
421010247001,-75.16533705785322,40.04241952449651
421010100003,-75.24844906337285,39.973717679200995
421010113001,-75.23696753937753,39.97968473582244
421010013005,-75.1865086123397,39.94298059729555
421010020001,-75.18254376609399,39.938098983693074
421010021001,-75.17882248044141,39.93758178464265
421010020002,-75.1865668654322,39.938195842067294
421010190001,-75.10118878867539,40.007555173535636
421010191003,-75.10446620781457,40.007906692235565
421010192001,-75.11802452387667,40.00104359895643
421010197003,-75.13778873248275,40.018446115561346
421010198005,-75.14108960288779,40.01140784621891
421010199001,-75.1390074123846,40.00608570464238
421010200001,-75.15114474653225,39.99994360545224
421010201024,-75.15379841843249,40.01300317555726
421010201021,-75.15353507133487,40.01034406103837
421010201022,-75.15380822272243,40.008763944993
421010201013,-75.1562879805536,40.00126958161042
421010201023,-75.1565069401275,40.01131831312941
421010202006,-75.16315904427783,40.00762052501512
421010202004,-75.16344560871856,40.01025944255203
421010202002,-75.16657029285759,40.007553184206195
421010203002,-75.1498172833518,40.01507254333963
421010204002,-75.15104991997974,40.018332262045114
421010204004,-75.15395686650018,40.019062097065344
421010205002,-75.16691358257465,40.01350267239594
421010207001,-75.19358072822816,40.01572340366073
421010207002,-75.18860783705296,40.014185131361735
421010331021,-75.02374495956326,40.04594460764744
421010331022,-75.0278361193382,40.043570287617705
421010331023,-75.03087437822735,40.04230997975581
421010331012,-75.03826354413998,40.03871220637539
421010331011,-75.04177741135274,40.039689541940724
421010331014,-75.03694591841999,40.042020555457334
421010331024,-75.02980744859406,40.04627364877201
421010333001,-75.04141967218244,40.059151110023066
421010333002,-75.04363225705157,40.05316180653
421010334002,-75.05203285361198,40.053949910524544
421010334003,-75.05261546060818,40.058326422463864
421010347011,-75.03086202052553,40.06005215572253
421010347012,-75.03284564863858,40.0655666074367
421010347013,-75.03602504707251,40.07014047567782
421010347021,-75.02613025397386,40.06157282476302
421010347022,-75.0258028724522,40.05393836301006
421010347023,-75.03187459664413,40.05397905210229
421010348012,-75.02045988146052,40.05865136682993
421010348021,-75.01676970767203,40.06652188801969
421010242001,-75.17007338177392,40.03071720694721
421010242004,-75.16947024665417,40.02616383872901
421010242002,-75.17261890895611,40.0280178017024
421010243001,-75.17538633894982,40.02409679932486
421010243003,-75.16706738180802,40.02177824318953
421010243004,-75.16855273661815,40.019680297420784
421010244002,-75.1620145495268,40.024591355245065
421010244001,-75.1651512555818,40.02281065256996
421010245001,-75.1639304681001,40.03093395888645
421010246003,-75.17440795895264,40.039005430714894
421010247003,-75.16644642469188,40.038056351987436
421010257001,-75.19445810381191,40.07381572644048
421010257002,-75.19676134090976,40.070898447529025
421010259004,-75.17923634905794,40.07958549472911
421010259005,-75.1769334869848,40.0813446935772
421010259006,-75.1753169422722,40.08299918733788
421010260002,-75.1695557074444,40.07377356677976
421010260003,-75.17264832242617,40.07557317697832
421010261002,-75.1775124866841,40.0676552928307
421010261003,-75.17726373764776,40.07268655578957
421010262002,-75.16799000151981,40.06959190450261
421010262003,-75.16918618788094,40.06751072016203
421010263011,-75.16550300639395,40.07215407185455
421010263012,-75.1636637582923,40.07502413242013
421010263013,-75.16116336800312,40.07363186333334
421010268001,-75.13912188965645,40.06068301794398
421010268002,-75.13878427637974,40.05575244868684
421010268003,-75.14184652649821,40.054918856716846
421010270001,-75.12963643848717,40.048915762778194
421010271002,-75.12416883335685,40.04739152066665
421010271003,-75.12652773887227,40.048292549825085
421010272001,-75.11509928104762,40.048240939514244
421010272003,-75.1207702858675,40.048512162571726
421010273001,-75.11711056242576,40.03815646326798
421010273002,-75.12065370649245,40.03461291995701
421010125003,-75.1772988119073,39.961913465751984
421010125002,-75.17121367582844,39.96244439164444
421010131002,-75.15014345364386,39.9632738120505
421010132001,-75.15506845412374,39.966599748542215
421010133002,-75.162349714137,39.968395121183676
421010286002,-75.13050459853608,40.02510254053257
421010286005,-75.12648940593517,40.031006092681025
421010287002,-75.12969386236766,40.02166743299941
421010288002,-75.12128731707581,40.02191312993228
421010289021,-75.10787707598426,40.020304462998304
421010289012,-75.11418309531044,40.01561288173483
421010289024,-75.11862572058078,40.0243618322848
421010289025,-75.11556145728406,40.02572600999219
421010289023,-75.11607063280212,40.023549411243586
421010134022,-75.1671253249378,39.96622316892041
421010134021,-75.17053835717002,39.96612212780757
421010135002,-75.17033584403445,39.96941387473928
421010135003,-75.17184815457176,39.97052219303719
421010136022,-75.18301551098439,39.97204810233789
421010137004,-75.1835489728231,39.97424320101207
421010137003,-75.18279437260665,39.979010524440916
421010137001,-75.18336212469707,39.976469373621825
421010138001,-75.17666355746056,39.97811821975666
421010291002,-75.10980480954743,40.03497733526214
421010292001,-75.10888137347509,40.02673286112032
421010292002,-75.10083242540021,40.0227700825959
421010294001,-75.08302419164836,40.01226743731053
421010210005,-75.21257412782224,40.02292263808166
421010210002,-75.21688310309631,40.02550744279708
421010211001,-75.20549499260923,40.02263705077621
421010212001,-75.21353060860548,40.035915450073325
421010212002,-75.21031771371156,40.03244609175709
421010213004,-75.21738430353044,40.02970165707141
421010214005,-75.22209850870276,40.03033482669399
421010214004,-75.22623185925383,40.02957342457577
421010214003,-75.22400780008384,40.027711391441784
421010215003,-75.22440174342152,40.03506965869091
421010215004,-75.23069159397214,40.03605076364248
421010139003,-75.17204326376851,39.973281309314444
421010139001,-75.172800501884,39.97796057778094
421010140002,-75.16354895270472,39.97490404619631
421010142001,-75.14548315407461,39.9679219475351
421010216001,-75.23193844560676,40.0397928977665
421010217001,-75.223548969402,40.0483702894555
421010217002,-75.22955403926545,40.04694040774014
421010217003,-75.2219757812419,40.042185864523944
421010217004,-75.21796088348484,40.03936416270641
421010218001,-75.23224438730772,40.061277454502296
421010384001,-75.23225570002205,40.07328477025049
421010312001,-75.07945919561989,40.03563244834386
421010313003,-75.07171853595634,40.038184972118735
421010313004,-75.07461146029142,40.040734897198554
421010313005,-75.07169481391553,40.042400976622154
421010313006,-75.06974026903683,40.04088036115948
421010314022,-75.06207846015668,40.0404167193428
421010314013,-75.0657157308709,40.04241966186017
421010314014,-75.06828693700945,40.043837353719766
421010314015,-75.06988232537114,40.045692452619434
421010314011,-75.0662617541526,40.04890503673564
421010314012,-75.06453658899697,40.04625309164001
421010314023,-75.06087315955516,40.04537064984932
421010315012,-75.0470084675347,40.035461028546564
421010315021,-75.05635855066723,40.039213970015794
421010315022,-75.05261511754338,40.04145309161127
421010316004,-75.06144584872487,40.03044424795086
421010143002,-75.1278125475362,39.96989623672718
421010144001,-75.14286295670544,39.97111862068599
421010146002,-75.15318434819515,39.975190581979746
421010149001,-75.17407670783513,39.98084331495255
421010149002,-75.17646446384742,39.98114346176723
421010149003,-75.17876278608819,39.98144153845422
421010151021,-75.1768251408036,39.98604850327399
421010151022,-75.18152125387728,39.984842849914706
421010316007,-75.06184659287798,40.03525166700974
421010317003,-75.06381757038949,40.02865213915149
421010317001,-75.06613274535222,40.029084649830125
421010317005,-75.07081621461076,40.02846044495699
421010317002,-75.06979338339413,40.03276723941498
421010318002,-75.076267439663,40.02910873618465
421010319001,-75.06256618200831,40.025293350389845
421010319002,-75.06043412423188,40.02194343243819
421010319004,-75.06538290980956,40.021855164281675
421010320001,-75.05050313963154,40.029258584072544
421010320002,-75.05369947412034,40.026553565633876
421010320006,-75.0559270771561,40.02465517158598
421010320005,-75.05985484075349,40.02625304635454
421010163003,-75.13222383445414,39.989474175198275
421010164004,-75.14379849285581,39.98800324262003
421010165001,-75.15098306127312,39.9926632297593
421010166002,-75.15483158453809,39.98768602049887
421010167024,-75.1584804502199,39.98739176478518
421010167021,-75.15918903053534,39.98983118164388
421010167022,-75.15872536514358,39.99271296494798
421010167013,-75.1622756085939,39.988649187206406
421010167012,-75.16247502208853,39.992977774484544
421010168003,-75.16496173227269,39.988997895998395
421010168002,-75.16968373688155,39.99349456770547
421010168005,-75.16934273835065,39.99503350059289
421010169011,-75.17348414435455,39.994797119376315
421010169012,-75.17493555384898,39.991356914439194
421010169013,-75.17789348588786,39.993015429252715
421010169021,-75.18079495578355,39.9957405314444
421010151011,-75.1860867934305,39.985418291235185
421010151012,-75.18542244582112,39.98846719184375
421010151023,-75.18144985263626,39.98809215883093
421010377003,-75.14726597327864,39.98354287716275
421010157001,-75.1362116212707,39.9808212601791
421010158004,-75.13285318593466,39.97042781489035
421010158005,-75.1319366258756,39.97302679661321
421010169022,-75.18320025887505,39.99095307473169
421010169023,-75.1829809494587,39.993282398827425
421010169024,-75.18517041697562,39.99627547120091
421010170002,-75.17609773917084,40.01052994207157
421010170003,-75.18259108679331,40.00750097973269
421010172011,-75.16848854214838,39.99890926245285
421010172012,-75.16978709806905,39.996723467677825
421010172021,-75.17265662942056,40.000177827369775
421010172022,-75.17513874673183,39.9984674390071
421010109002,-75.18964345556323,39.96429290958814
421010201011,-75.15517299524144,40.00573826155771
421010008042,-75.16534778369486,39.9484875370016
421010362011,-74.9842884323385,40.079195116589794
421010010023,-75.1468592682299,39.9466591479778
421010001002,-75.14739272140315,39.95346834681985
421010008034,-75.17345832992558,39.949659441533484
421010007001,-75.17500481103322,39.95145969905568
421010369003,-75.18768986739363,39.95386430457898
421010369001,-75.18990053413927,39.95119310234962
421010016002,-75.14610894576934,39.93991307763306
421010323001,-75.05224677435218,40.01882737896555
421010326002,-75.04207675205562,40.033312451345594
421010329005,-75.0301400916824,40.03916859727119
421010331013,-75.03391036444424,40.04114454088024
421010335001,-75.06522998932356,40.05779047622137
421010366001,-75.13895098587466,39.944860050859155
421010002001,-75.15697747103509,39.955399887149404
421010367001,-75.14346430487784,39.95960793445306
421019805001,-75.14390671959882,40.01752917498995
421010003001,-75.16756138391315,39.956711956088284
421010007002,-75.16891528517067,39.95070100214627
421019800001,-75.20021717821254,39.98505462364202
421010008043,-75.16677074512522,39.94828967231898
421010101006,-75.24561449295477,39.97394606555209
421010112004,-75.23609241975632,39.97172874362901
421010152005,-75.17360051353505,39.983058116400876
421010209001,-75.20900541178905,40.020491332483964
421010213005,-75.22244404349796,40.03321924660156
421010387001,-75.20235725163361,40.076659909175106
421010240003,-75.17533843263244,40.02722771646246
421010247002,-75.16144155252842,40.04208791605455
421010252001,-75.17404729007323,40.044358728637945
421010253002,-75.18236076370849,40.0510004408095
421010262001,-75.16470183338224,40.06784662557728
421010265006,-75.15808450570167,40.05701620715215
421010275004,-75.133458227078,40.03884913094215
421010014003,-75.16853981059326,39.94265748370045
421010313001,-75.06781052167784,40.0398210509287
421010314021,-75.05774390357378,40.04318654443561
421010315015,-75.04851110407895,40.03934366256122
421010320007,-75.0534418709087,40.02978312269232
421010284004,-75.13865982027467,40.021788394462
421010019002,-75.17533183503642,39.94018477828762
421010066004,-75.23166720667604,39.92690165051086
421010084001,-75.23347677061501,39.955950530991586
421010106001,-75.20982876981766,39.96553636265928
421010110001,-75.20516891323811,39.972420152500426
421010110002,-75.21134757656665,39.97535850799321
421010110003,-75.20735414671788,39.97433523531985
421010111001,-75.2189633104927,39.97705324194092
421010111002,-75.22094495160313,39.97163925994549
421010111004,-75.2281518383368,39.97544518485038
421010107002,-75.20562599414407,39.96667980792241
421010247004,-75.16153139567504,40.04607743206817
421010133001,-75.1635796877077,39.96471527276865
421010135001,-75.17339072802999,39.96914356994781
421010191005,-75.10848341398777,40.005146586573616
421010288001,-75.12591113818236,40.020297472825455
421010260001,-75.16805027784697,40.07722871648682
421010294003,-75.08364736069724,40.01044675617507
421010310003,-75.07206879157528,40.04788564737744
421010326007,-75.03661540827045,40.02626012776063
421010344004,-75.05999747704044,40.09961268748117
421010010021,-75.14598672272987,39.943535256092545
421010136011,-75.17677337939246,39.968643774755726
421010167023,-75.15655396299753,39.991257407185195
421010172024,-75.1722413782962,39.99807218030903
421010176012,-75.13877144359563,39.99425486838972
421010188001,-75.10041039659826,39.99925089252568
421010353011,-74.9848521127264,40.06895023296116
421010334004,-75.05571736282418,40.04928835476656
421010036003,-75.19047326263292,39.924337060968234
421010383001,-75.12379715844426,40.01018489416979
421010060004,-75.24142533455277,39.91479343895175
421010086021,-75.21499729362576,39.95737516287479
421010375001,-75.25034433049906,39.98663126970546
421010087021,-75.20679994817036,39.95502510352008
421010098023,-75.27093758042376,39.97602619605539
421010103002,-75.22516752847706,39.966254050646484
421010389001,-75.16618660869487,40.05318565445623
421010235001,-75.20079310440849,40.039443651218065
